location_id,vector_id,water,vegetation,temperature,elevation,erosion,scale,density,built,tech,light,fauna,weirdness,sound,dynamic
8019,65,0.6,0.9,1.0,3.0,2.0,1.8,0.5,0.3,0.8,2.8,2.2,0.8,2.9,0.3
8020,68,0.8,2.0,1.3,1.3,0.9,0.9,0.9,1.6,1.7,2.5,2.0,1.0,2.4,1.3
8021,66,1.7,0.3,1.5,1.6,2.5,2.6,1.5,2.3,1.9,2.3,2.7,0.8,1.7,0.8
8022,67,1.8,0.5,2.4,0.9,1.2,2.8,2.1,3.0,2.1,2.5,2.6,1.6,1.3,0.2
8023,70,2.7,2.1,2.2,2.2,1.3,2.2,2.4,0.4,0.5,2.2,0.9,1.8,0.7,0.6
8024,71,1.4,1.9,0.3,2.3,2.7,3.0,0.6,1.8,1.4,1.7,0.5,2.9,0.6,2.3
8025,72,1.5,0.9,2.9,0.0,0.5,0.6,0.7,2.1,1.7,1.0,2.8,0.4,1.6,1.3
8026,69,2.0,1.8,1.7,1.7,2.3,2.8,2.1,1.1,2.5,0.0,2.0,2.0,2.1,2.1
8027,74,0.9,2.6,0.8,1.1,2.5,0.9,0.9,2.0,1.9,1.6,0.7,1.1,0.8,2.4
8028,73,2.0,2.2,3.0,2.9,1.6,2.0,1.5,0.8,2.7,1.7,2.1,2.1,1.5,0.7
8029,77,1.3,1.1,2.7,0.8,0.3,2.9,0.8,2.6,0.3,1.9,0.5,0.3,0.5,2.3
8030,76,0.4,2.0,0.8,2.4,2.5,3.0,1.1,0.4,0.4,2.8,1.0,1.4,0.5,2.0
8031,83,1.2,1.1,2.8,0.2,2.2,0.9,2.4,2.6,1.5,0.1,1.3,1.3,0.8,1.4
8032,78,1.3,2.8,0.5,2.3,1.0,2.6,0.1,1.2,0.7,0.2,1.5,0.9,1.9,2.5
8033,81,1.9,0.5,2.9,1.6,1.8,1.8,0.0,2.5,1.6,0.6,0.8,2.1,1.1,1.6
8034,85,2.9,0.0,1.1,2.1,0.8,1.3,0.9,1.8,2.9,0.4,1.1,2.3,0.8,0.2
8035,89,1.2,0.8,1.9,2.8,2.4,1.1,2.3,0.1,1.0,0.3,2.8,0.7,2.0,1.2
8036,86,0.7,0.7,1.3,0.2,1.4,2.5,1.4,0.3,1.2,1.1,2.8,0.2,1.8,0.1
8037,87,2.6,1.2,0.5,0.3,0.3,0.0,1.9,2.4,0.1,1.3,2.2,1.8,0.0,2.0
8038,91,0.7,2.6,0.0,0.4,1.0,1.9,0.8,0.6,1.8,1.0,1.1,0.0,2.8,0.9
8039,94,2.1,2.2,0.6,2.4,2.0,2.7,2.6,0.2,1.6,2.0,2.0,1.2,0.5,1.7
8040,96,2.4,0.3,1.3,1.9,0.7,1.5,2.8,2.7,0.8,2.7,0.1,1.4,0.8,1.2
8041,95,1.0,1.0,2.0,2.5,3.0,2.4,2.5,1.3,0.0,1.6,2.6,2.1,0.6,0.8
8042,102,0.3,2.1,2.5,0.4,1.3,0.3,1.1,1.2,0.9,0.7,1.5,2.3,2.2,0.1
8043,105,3.0,2.0,0.5,1.5,1.6,1.6,1.2,1.3,1.1,0.5,0.0,2.0,1.5,1.7
8044,104,2.7,1.8,2.3,2.4,2.7,2.6,2.4,0.8,0.5,1.4,0.6,2.8,0.5,2.4
8045,111,1.3,1.2,1.1,2.9,0.8,1.4,1.5,0.4,0.8,0.4,2.6,2.2,1.6,1.1
8046,110,2.3,1.0,2.4,2.0,0.1,0.4,2.4,1.0,0.6,0.0,0.7,1.3,0.8,0.2
8047,116,2.7,2.2,2.0,2.9,2.8,0.2,0.8,2.7,1.9,1.6,1.7,1.8,2.1,2.1
8048,113,2.0,1.6,1.7,0.4,0.9,0.6,0.2,2.2,2.8,0.7,0.1,0.6,1.5,1.5
8049,112,0.5,2.9,1.3,1.7,2.2,2.9,0.8,0.5,1.8,2.6,1.6,1.3,2.8,2.9
8050,117,2.5,0.5,0.7,0.8,2.2,0.6,2.5,1.1,1.5,1.0,1.6,1.6,1.4,1.7
8051,123,1.1,1.1,1.7,0.9,0.7,0.3,2.9,1.1,1.7,2.2,1.8,2.3,1.3,2.2
8052,119,1.8,0.6,1.1,1.2,2.1,0.7,0.2,3.0,0.9,0.8,2.4,1.7,2.2,2.0
8053,120,1.9,1.8,2.8,2.9,0.0,0.1,2.8,2.6,0.9,1.1,1.2,3.0,2.1,2.5
8054,126,0.5,0.7,1.8,1.4,2.6,2.8,1.9,2.6,2.6,2.8,0.6,1.5,0.3,2.1
8055,128,1.8,0.6,2.4,1.7,2.1,0.4,1.7,2.9,2.8,0.6,2.4,0.6,2.8,1.6
8056,131,2.4,2.4,1.7,0.7,3.0,0.2,0.3,2.6,2.0,2.4,0.6,0.2,2.7,0.4
8057,130,1.7,1.3,0.8,1.0,2.7,2.0,1.0,2.8,2.3,0.5,0.4,1.8,2.6,1.8
8058,134,2.9,0.2,0.9,1.8,1.1,0.8,2.3,0.0,1.8,2.5,2.5,2.4,2.5,0.9
8059,138,2.0,0.8,2.8,0.7,0.8,0.9,1.3,2.2,2.2,1.1,1.7,0.4,1.8,0.3
8060,142,0.2,0.0,1.5,2.5,2.7,2.4,1.2,2.0,1.9,0.1,0.8,2.0,0.6,0.4
8061,144,1.3,0.9,2.9,2.9,1.5,2.2,2.6,0.7,2.0,2.5,2.0,1.4,0.9,2.3
8062,140,1.5,2.5,2.1,2.2,2.7,1.3,0.2,1.3,2.6,0.0,2.3,0.9,1.7,1.1
8063,146,0.5,0.2,2.1,0.2,1.0,2.6,1.6,1.0,1.4,0.4,1.6,1.9,0.9,0.3
8064,150,1.5,2.9,0.1,1.5,1.3,1.1,2.7,2.5,0.3,1.1,1.2,0.7,1.2,1.6
8065,148,1.1,2.6,0.9,0.7,0.3,0.9,0.1,1.9,1.5,0.3,2.4,3.0,1.1,2.3
8066,152,1.1,1.8,2.3,1.3,0.0,0.5,0.6,1.5,0.2,1.2,1.6,0.3,0.1,1.7
8067,155,1.0,3.0,1.0,2.5,2.6,2.4,1.2,2.4,1.9,2.4,0.9,2.6,2.3,1.6
8068,159,1.4,0.4,2.1,0.4,0.3,2.3,2.0,1.0,0.8,2.5,2.6,1.3,1.6,2.9
8069,157,2.4,2.0,0.8,2.1,2.5,0.7,2.6,0.1,1.1,0.2,2.7,1.0,0.8,0.0
8070,161,0.5,1.5,1.6,3.0,3.0,0.9,2.2,1.8,1.4,0.6,2.3,0.5,1.7,0.8
8071,162,1.0,1.6,2.5,2.4,0.6,2.8,1.8,0.4,1.9,0.7,2.2,2.7,0.7,2.7
8072,165,1.3,0.8,0.4,2.9,1.6,1.5,0.3,0.7,0.2,0.8,1.3,2.6,2.2,0.3
8073,163,2.4,2.8,1.4,2.5,0.5,1.7,0.8,0.8,1.9,2.9,0.9,0.5,2.8,1.3
8074,164,1.6,1.6,0.5,2.5,0.8,3.0,0.3,1.5,2.5,1.8,0.1,2.2,2.4,0.4
8075,166,2.7,1.1,0.7,0.0,1.7,1.1,1.2,0.4,2.4,1.7,0.0,0.0,1.0,0.2
8076,168,0.1,1.6,1.5,1.9,0.3,2.2,0.3,0.2,1.7,2.3,0.0,1.4,0.2,0.5
8077,167,2.8,0.8,2.3,0.6,2.0,1.5,2.0,2.1,0.0,0.1,2.2,0.9,0.8,1.9
8078,170,0.2,0.3,2.7,2.0,2.4,2.2,0.4,0.5,2.4,2.1,2.6,2.9,2.2,0.9
8079,172,0.5,1.4,0.0,1.9,0.7,0.5,1.4,2.7,2.4,2.5,0.2,1.9,2.9,0.5
8080,173,2.9,0.7,1.2,0.4,2.7,0.6,1.1,2.9,1.9,1.2,1.8,0.4,2.2,1.5
8081,175,2.2,1.9,2.5,1.6,2.5,1.2,0.6,0.3,1.4,2.0,0.0,1.9,0.2,0.6
8082,171,2.1,2.6,1.0,1.5,0.1,3.0,2.9,0.3,2.8,1.3,0.5,1.1,2.9,1.9
8083,176,2.0,2.2,1.7,3.0,1.2,0.8,1.5,0.6,2.2,2.2,1.2,0.9,2.0,0.7
8084,182,1.4,1.8,2.7,0.4,1.3,1.0,2.7,2.3,1.8,1.1,0.9,1.9,0.6,0.7
8085,184,2.8,1.7,1.7,0.5,1.6,1.2,2.8,1.6,2.4,0.6,1.3,1.7,0.5,0.9
8086,178,1.6,2.4,0.3,1.4,1.3,1.7,1.8,1.2,2.9,0.4,1.5,0.3,2.8,3.0
8087,183,1.7,0.2,1.2,2.7,2.0,1.5,1.5,1.4,1.1,2.6,0.1,2.7,1.5,1.6
8088,189,0.9,2.9,1.9,0.0,1.0,0.5,0.1,0.5,1.2,2.3,0.6,2.9,2.2,2.3
8089,186,1.1,2.3,0.4,2.9,1.5,2.0,0.5,0.1,1.7,0.3,1.8,2.5,0.2,2.4
8090,187,0.9,3.0,0.6,0.7,2.9,1.0,0.1,0.3,1.7,2.0,1.7,0.1,2.5,0.5
8091,194,0.3,2.8,0.8,1.4,2.9,0.5,0.1,2.2,0.7,0.0,0.2,1.6,2.0,1.4
8092,197,1.4,2.6,1.6,0.7,2.0,0.9,0.2,1.7,0.3,1.9,2.3,2.6,3.0,2.4
8093,198,1.5,2.3,1.3,1.8,2.0,2.5,3.0,2.7,2.5,1.1,0.9,0.1,0.7,2.9
8094,200,1.5,2.2,3.0,0.6,0.1,1.8,2.3,0.0,0.4,0.9,2.8,0.9,1.7,0.1
8095,201,1.0,1.7,0.2,2.6,1.2,1.3,0.4,0.9,0.7,2.9,2.4,0.7,0.4,2.5
8096,203,0.9,2.7,0.2,0.2,1.1,2.8,0.5,0.9,1.1,2.9,1.4,1.2,1.0,2.6
8097,204,1.7,0.1,0.2,2.5,1.1,0.0,1.2,2.4,2.7,2.2,0.6,0.5,0.6,2.4
8098,206,1.9,2.8,2.1,0.6,2.3,0.3,0.9,0.4,2.2,1.5,2.2,1.2,2.4,0.5
8099,205,1.1,2.8,2.8,1.5,2.0,2.8,1.3,0.8,1.4,1.5,2.7,2.1,2.6,1.6
8100,207,0.9,2.1,0.0,0.1,1.7,0.3,1.6,0.8,2.7,0.1,0.3,0.5,1.4,1.2
8101,210,1.9,2.3,0.6,2.1,0.8,1.2,1.0,0.1,2.5,1.2,2.5,2.9,1.6,0.2
8102,212,0.7,3.0,2.5,0.8,1.4,1.9,2.5,1.6,0.0,2.4,0.5,2.9,2.7,2.8
8103,208,2.1,0.3,0.6,1.3,3.0,1.8,0.8,1.3,1.3,0.8,2.0,1.4,2.6,1.7
8104,215,1.5,1.4,0.4,1.6,0.2,2.7,1.0,1.9,3.0,1.8,2.5,0.5,0.6,2.1
8105,220,0.9,1.1,2.4,0.1,2.4,1.4,0.2,2.5,2.6,0.3,1.4,0.9,2.4,1.9
8106,221,2.2,0.6,0.1,2.0,0.1,0.2,1.8,2.9,1.6,0.6,2.7,2.0,2.7,0.1
8107,216,1.7,2.9,2.4,2.4,2.1,2.8,0.5,2.8,0.6,0.9,2.0,2.7,0.5,1.7
8108,224,0.2,0.1,0.3,2.1,1.6,0.1,1.1,0.7,2.6,1.0,0.0,2.9,0.2,0.9
8109,222,1.1,1.3,2.4,2.3,2.3,1.5,0.9,1.1,3.0,2.7,2.3,1.7,0.4,1.8
8110,225,0.7,1.4,1.6,0.4,1.9,0.6,0.0,0.5,1.4,2.9,1.7,1.7,1.1,1.1
8111,227,0.6,1.6,0.3,0.8,2.0,0.5,0.0,1.4,1.2,0.3,1.4,0.3,2.9,1.0
8112,226,1.5,2.4,0.7,2.2,0.1,1.0,0.2,1.9,1.3,2.3,1.0,1.3,2.3,1.1
8113,228,2.1,0.9,2.0,0.0,2.2,1.4,1.3,0.7,2.6,2.6,1.0,1.0,2.4,2.6
8114,229,0.1,2.5,1.6,1.9,1.7,0.8,0.9,0.8,1.2,1.3,2.2,2.2,2.5,2.8
8115,230,0.8,0.9,1.1,1.6,1.6,0.7,0.7,2.1,1.1,1.9,1.1,0.4,1.3,0.2
8116,236,0.5,1.5,2.2,1.7,0.6,0.7,1.8,1.6,0.3,1.6,1.9,1.3,0.1,0.8
8117,245,1.7,0.5,2.6,1.3,0.2,2.6,1.4,2.9,1.2,1.4,0.4,2.8,1.4,2.6
8118,235,2.0,2.0,2.8,2.7,1.6,2.5,1.8,2.0,0.1,1.7,0.5,2.6,2.7,0.5
8119,246,1.4,1.5,0.3,1.9,2.8,1.3,0.4,1.5,0.2,2.1,1.0,1.7,2.4,2.1
8120,250,2.8,0.9,1.3,1.8,0.4,2.7,0.2,0.4,2.7,2.2,0.0,1.3,2.2,2.6
8121,253,2.9,2.9,0.8,3.0,2.6,2.2,0.8,2.6,0.5,0.3,2.4,0.8,2.0,0.4
8122,254,2.5,2.7,2.2,0.4,2.0,1.1,2.9,2.3,1.8,1.2,0.3,0.1,2.4,0.7
8123,252,1.6,0.5,2.8,0.1,0.9,0.4,0.7,0.1,2.7,2.9,1.1,0.1,0.6,1.8
8124,255,0.9,0.2,1.4,1.3,0.5,1.6,2.1,2.8,1.1,0.5,1.4,1.7,1.9,1.9
8125,258,2.0,2.8,1.8,1.5,0.4,1.8,0.6,2.8,0.4,2.1,1.3,2.5,2.0,0.5
8126,257,2.9,0.0,1.8,2.2,2.7,1.2,1.9,2.8,1.1,0.4,2.5,1.1,0.2,0.6
8127,260,0.3,1.6,0.9,2.7,0.5,1.8,0.6,0.9,0.9,0.6,0.4,3.0,2.7,0.7
8128,264,1.3,0.3,1.7,0.7,2.3,1.7,1.4,0.4,2.0,1.9,1.0,1.0,1.7,0.1
8129,265,2.0,1.4,2.2,1.1,1.2,2.5,2.0,1.2,2.2,0.0,2.3,2.7,1.4,0.6
8130,271,1.2,0.8,1.6,1.2,1.9,1.3,0.7,0.6,0.5,1.0,0.5,0.0,1.0,0.2
8131,266,0.3,0.2,1.8,2.8,2.3,2.6,1.4,1.8,2.3,1.7,1.9,2.2,1.2,1.0
8132,270,0.2,0.1,0.9,1.1,2.8,0.3,2.5,1.1,1.6,1.9,3.0,0.8,2.0,2.4
8133,273,1.4,2.4,2.1,2.8,2.1,1.8,2.2,3.0,1.7,2.6,2.2,0.8,1.8,1.1
8134,274,2.5,0.3,2.3,0.6,1.9,0.7,2.7,0.9,1.4,0.8,0.7,0.2,0.9,0.1
8135,277,0.6,1.4,2.0,1.7,1.7,2.7,1.0,0.3,2.3,0.2,2.1,1.0,0.9,1.7
8136,275,0.2,2.9,0.6,0.0,0.3,2.4,1.1,2.5,2.2,2.3,1.5,1.7,0.7,2.1
8137,279,1.6,0.1,1.4,1.1,1.4,1.6,2.4,1.2,0.5,0.7,1.2,1.6,2.3,0.6
8138,278,1.0,0.9,0.2,1.8,2.5,2.8,1.0,0.3,2.0,1.2,2.6,1.1,0.0,1.4
8139,282,1.3,1.0,0.1,0.1,0.1,0.5,1.5,2.8,1.9,1.2,0.5,1.7,1.4,2.0
8140,284,0.2,0.5,0.6,3.0,1.3,0.3,1.9,1.8,2.4,1.4,2.1,0.6,1.3,2.7
8141,286,2.8,2.9,0.7,2.0,1.9,2.7,1.4,0.1,2.3,2.1,1.6,1.6,2.1,0.0
8142,283,0.8,1.8,2.8,0.7,1.8,1.7,2.7,0.2,1.6,0.2,3.0,0.2,1.1,1.2
8143,287,0.8,1.6,2.9,0.5,2.5,1.3,1.7,1.2,1.5,1.1,0.2,2.3,1.9,1.3
8144,289,0.7,1.4,1.4,0.1,0.2,0.1,2.8,0.9,0.4,2.8,1.6,2.3,2.1,0.0
8145,291,0.6,1.7,0.4,0.6,0.3,2.3,2.8,2.1,2.5,2.2,1.5,2.4,0.8,2.6
8146,292,2.8,2.2,0.8,2.9,3.0,2.5,2.0,0.6,1.7,1.7,1.9,0.3,2.0,2.9
8147,288,0.2,1.6,1.0,0.5,2.7,2.1,1.3,2.4,0.5,0.6,2.4,0.2,2.6,0.8
8148,294,2.7,0.2,0.4,1.6,2.8,2.0,1.4,2.7,0.4,1.0,1.7,0.7,1.1,3.0
8149,293,2.2,2.6,2.0,0.9,2.7,1.2,0.7,1.7,3.0,1.7,1.9,1.9,1.5,2.6
8150,295,1.2,1.9,1.8,2.3,1.9,1.6,1.6,2.6,0.1,0.4,2.9,0.1,2.6,1.4
8151,300,1.9,0.6,1.4,0.9,2.4,1.4,2.1,1.2,1.8,1.8,1.2,1.1,0.5,2.7
8152,297,0.2,2.1,1.8,0.7,0.6,2.1,1.8,0.4,2.8,2.5,1.1,2.6,1.2,0.5
8153,296,1.4,1.8,0.6,2.7,2.6,1.6,2.4,1.6,1.5,1.3,1.3,1.5,1.4,2.5
8154,302,1.7,0.0,1.2,2.3,1.5,1.9,2.8,0.1,0.2,2.9,1.2,0.8,2.8,0.3
8155,304,2.0,0.7,0.6,1.2,1.2,0.9,2.7,2.0,0.8,1.5,1.2,1.4,1.1,1.7
8156,307,2.2,0.5,2.9,2.6,1.1,0.1,1.5,0.0,1.0,1.5,2.7,2.8,0.4,1.7
8157,309,1.2,2.9,1.5,0.3,2.5,1.0,1.4,1.5,2.5,0.6,3.0,2.4,2.5,2.3
8158,305,1.1,1.8,0.1,2.0,0.9,2.6,2.8,0.3,2.2,2.9,2.9,2.5,2.1,0.8
8159,311,2.8,0.7,1.2,1.0,0.7,0.5,2.8,1.5,2.6,2.5,0.1,2.0,2.0,2.2
8160,312,0.6,1.1,0.0,2.2,1.4,2.9,2.0,2.5,0.9,2.1,2.5,0.2,0.9,1.3
8161,324,2.4,0.7,1.3,2.3,0.6,0.5,1.3,2.9,2.0,0.9,0.4,0.5,3.0,2.3
8162,316,2.2,1.2,2.0,1.1,2.8,3.0,3.0,0.8,0.4,1.4,1.4,2.7,2.6,3.0
8163,319,1.8,0.6,2.0,1.5,2.5,2.1,1.2,2.5,2.1,1.8,0.8,1.6,2.6,0.9
8164,327,1.5,1.7,1.2,3.0,1.6,0.9,0.0,0.8,1.0,2.0,2.1,0.7,2.5,2.5
8165,337,1.0,0.6,1.4,0.5,0.0,1.6,2.8,1.8,1.4,2.0,1.0,0.1,0.4,2.0
8166,335,2.1,1.6,0.5,1.1,0.9,0.5,0.4,0.4,2.1,1.3,1.6,0.6,1.9,2.1
8167,340,0.1,2.7,2.2,0.4,0.4,2.0,1.7,1.0,0.7,1.5,2.7,2.5,2.9,2.8
8168,341,2.3,2.0,2.6,1.0,1.6,1.1,1.4,2.0,1.8,1.0,0.3,1.6,2.3,2.4
8169,344,2.2,1.1,2.7,1.3,0.6,0.5,0.9,1.2,1.6,1.8,0.3,0.8,2.5,0.6
8170,343,1.2,2.6,1.5,2.8,2.8,2.5,0.5,1.4,1.3,2.2,2.9,1.0,2.7,1.8
8171,348,1.2,0.4,1.1,1.4,2.0,1.4,1.2,1.7,2.4,1.6,2.7,2.2,2.4,0.4
8172,346,0.7,0.7,0.2,0.8,0.4,1.2,2.3,2.4,2.9,1.8,1.0,3.0,0.7,1.3
8173,347,2.5,2.2,0.4,0.2,1.2,2.2,3.0,2.3,0.1,1.9,2.0,0.4,0.3,1.8
8174,350,2.6,2.2,2.0,0.9,0.6,1.5,2.3,1.1,2.4,0.9,0.1,2.7,2.7,2.7
8175,353,0.5,3.0,2.9,1.5,2.7,1.8,2.7,2.7,2.1,0.2,0.4,1.8,1.3,2.7
8176,356,1.6,2.6,1.5,0.8,0.6,2.9,1.5,0.1,2.1,0.1,0.1,2.2,0.2,0.2
8177,357,2.5,2.8,2.6,2.3,1.4,2.5,1.0,2.7,0.1,1.8,0.1,2.0,1.6,2.8
8178,355,2.4,0.9,2.6,0.8,2.1,1.5,0.9,2.3,0.4,0.2,0.2,2.8,0.6,2.0
8179,358,2.5,1.0,1.9,0.2,0.2,2.1,3.0,1.4,1.5,0.7,2.0,0.4,2.7,1.0
8180,359,0.4,1.6,2.4,1.4,0.9,1.2,1.9,2.6,1.3,1.6,2.0,2.9,0.8,1.3
8181,362,0.3,2.9,0.8,1.0,1.7,2.7,1.9,2.6,2.2,2.8,0.8,2.8,0.4,2.1
8182,361,0.8,1.7,2.5,1.8,2.8,0.4,0.9,1.3,2.7,2.0,2.6,1.6,2.5,1.9
8183,365,0.7,2.5,0.7,1.9,1.2,0.8,0.7,1.6,0.8,0.9,2.8,2.5,0.3,2.2
8184,369,1.7,2.4,1.9,1.9,1.7,0.9,0.7,0.4,1.0,2.1,0.6,1.5,1.7,1.1
8185,367,0.3,1.8,2.1,1.8,2.9,0.1,1.6,1.6,0.6,1.0,2.7,0.5,1.5,2.5
8186,370,0.3,0.4,1.7,2.1,2.6,1.1,2.6,2.9,1.2,1.2,0.1,0.9,2.9,0.1
8187,371,0.6,2.5,1.2,2.6,0.9,1.2,2.1,0.5,1.8,0.2,0.2,0.0,1.7,2.9
8188,373,0.2,2.1,0.6,1.9,1.8,1.4,0.1,1.4,2.6,2.2,2.4,1.5,2.9,3.0
8189,375,0.1,1.3,0.9,1.2,0.6,0.8,0.4,2.1,0.3,1.3,1.0,2.1,0.0,2.3
8190,374,1.5,0.4,2.2,1.2,0.1,1.9,2.2,2.1,0.6,1.2,2.1,0.4,2.6,0.2
8191,378,2.3,0.2,2.9,1.6,1.5,2.0,0.7,1.7,1.7,2.6,2.1,1.5,0.1,1.5
8192,376,1.4,2.9,0.3,1.5,2.4,2.1,1.5,0.2,1.6,1.9,0.7,1.2,0.0,2.9
8193,383,0.8,0.3,1.3,0.5,2.6,1.9,0.7,2.2,0.7,2.6,1.5,1.1,0.2,2.8
8194,387,2.6,0.5,2.0,0.3,1.9,0.2,0.3,1.9,2.1,0.7,0.7,0.7,2.9,2.6
8195,384,2.9,1.1,0.1,0.6,2.3,0.7,2.4,1.7,2.3,0.5,0.9,1.9,0.1,1.8
8196,388,2.4,1.9,1.6,1.2,2.3,0.7,2.0,2.3,2.3,1.0,0.1,1.5,1.9,1.2
8197,386,2.5,2.4,3.0,2.9,1.8,1.9,1.6,0.1,1.9,2.1,1.5,0.6,1.2,1.5
8198,389,1.2,0.1,2.7,2.9,0.5,2.2,2.4,2.3,2.5,1.5,1.4,2.4,0.9,0.6
8199,392,1.9,2.5,2.6,1.0,0.7,1.5,1.3,3.0,0.9,3.0,2.2,2.6,0.6,0.4
8200,398,1.1,0.2,2.6,3.0,1.4,0.4,0.4,1.7,2.7,0.6,0.5,2.3,0.7,1.6
8201,395,0.4,1.5,1.7,0.9,0.4,2.9,2.7,2.1,0.5,2.1,2.0,0.1,0.3,2.4
8202,2,2.8,1.1,0.9,0.0,1.0,2.9,0.4,2.8,1.5,2.4,1.5,0.1,2.2,2.5
8203,1,2.1,0.4,0.1,1.0,2.6,2.4,2.6,0.3,2.5,1.2,2.3,3.0,2.3,1.6
8204,0,0.8,2.5,2.1,1.3,0.8,2.0,2.3,0.2,1.2,0.3,2.7,1.3,2.6,2.6
8205,3,1.1,1.5,1.1,2.6,0.5,1.9,1.4,2.5,2.1,0.6,2.4,2.6,1.5,1.2
8206,6,2.6,2.4,2.0,2.2,0.7,1.2,2.8,2.9,2.3,2.3,0.2,2.4,0.5,1.1
8207,4,1.9,2.8,0.4,1.1,0.7,0.1,1.2,1.9,1.1,0.1,3.0,1.6,1.0,2.1
8208,5,0.8,2.1,0.2,0.7,2.4,0.2,2.6,2.2,1.1,2.6,1.7,1.3,0.0,0.4
8209,7,1.3,2.2,2.8,0.5,1.3,1.0,1.3,1.4,1.9,0.5,0.2,1.4,0.2,1.4
8210,8,2.3,1.2,2.4,0.6,2.9,2.1,1.3,0.4,0.0,2.3,1.6,0.5,2.0,0.8
8211,10,2.4,2.7,0.5,2.1,3.0,2.4,0.6,0.5,1.8,1.4,2.4,2.7,1.6,2.8
8212,9,2.2,2.4,2.2,2.5,0.3,0.7,1.7,2.7,1.6,2.1,1.1,1.5,1.4,2.4
8213,11,1.2,2.3,1.6,2.6,2.8,2.4,0.5,0.6,1.1,1.6,1.3,1.5,2.7,2.9
8214,15,2.6,1.2,2.5,0.5,1.1,0.5,0.6,2.7,1.2,2.9,0.3,0.1,2.1,1.7
8215,13,1.4,1.7,0.6,2.1,0.8,1.5,1.0,2.3,1.4,2.2,2.1,1.3,0.8,0.0
8216,12,2.9,1.8,2.5,2.4,0.4,1.7,1.6,1.6,0.6,1.1,1.2,1.8,1.3,1.1
8217,14,2.7,0.7,0.5,0.3,2.8,2.0,2.9,0.2,0.8,0.4,1.3,0.3,0.4,2.8
8218,17,2.7,0.2,0.2,1.6,1.0,2.9,0.1,0.6,2.0,2.0,1.5,0.9,2.9,0.4
8219,19,0.3,0.6,1.2,2.6,2.6,2.4,2.0,0.9,1.3,1.8,2.9,2.7,0.5,0.2
8220,16,0.0,1.5,2.8,1.0,2.1,0.5,0.4,2.1,1.0,0.6,0.0,0.6,1.5,2.4
8221,18,1.2,2.5,2.1,2.8,2.2,0.6,0.0,2.6,2.3,1.5,1.6,2.0,2.6,1.0
8222,20,2.6,0.7,1.9,1.6,1.1,1.3,1.2,1.1,0.3,0.6,0.7,2.6,3.0,2.7
8223,21,2.0,1.6,2.9,2.0,1.4,0.8,1.1,0.9,2.6,1.9,1.4,2.5,0.9,1.6
8224,22,0.6,2.3,1.7,1.2,0.9,2.5,0.1,1.5,2.9,0.7,2.2,2.2,2.8,1.8
8225,23,2.5,0.6,0.0,1.9,2.3,1.3,2.5,1.7,0.8,3.0,2.5,2.1,0.4,2.9
8226,24,0.4,1.4,2.3,0.8,1.8,1.2,1.2,0.1,0.9,0.2,0.5,0.2,0.3,0.3
8227,25,1.2,0.2,1.1,1.2,2.0,1.8,2.4,0.1,0.4,0.4,2.9,1.8,2.7,1.5
8228,26,1.6,1.3,0.3,0.1,1.3,1.6,1.4,2.7,2.4,1.1,1.0,1.5,1.8,1.9
8229,27,0.1,3.0,0.6,2.4,2.6,1.8,0.8,1.5,2.8,1.0,1.8,2.5,2.5,1.9
8230,28,0.3,1.9,2.2,1.4,1.8,0.4,0.3,2.5,1.4,2.6,0.8,1.9,2.9,1.6
8231,29,0.4,0.1,2.7,2.2,0.3,0.0,2.9,0.1,2.0,0.5,1.8,0.4,2.4,0.8
8232,30,1.6,0.9,1.6,1.5,0.1,0.9,0.7,1.4,2.8,1.3,1.9,2.0,1.9,2.4
8233,31,2.4,1.5,1.6,2.3,0.8,2.2,1.0,1.7,0.7,1.9,0.3,0.1,0.3,0.5
8234,32,0.4,1.3,1.0,0.6,2.1,0.4,3.0,2.9,0.5,2.8,0.4,0.8,2.5,0.2
8235,33,0.2,0.5,0.7,2.8,2.1,2.5,0.2,2.1,0.1,1.4,1.4,2.9,0.3,2.5
8236,34,1.9,1.0,1.3,1.5,1.5,2.8,1.8,1.9,0.4,2.2,1.1,0.5,0.2,2.1
8237,35,0.2,0.7,1.8,0.3,1.2,1.0,2.0,0.7,1.7,0.9,1.9,2.2,2.0,0.3
8238,36,1.3,2.6,2.6,0.2,0.0,1.9,2.2,1.3,0.2,2.9,0.8,1.2,1.3,0.1
8239,38,2.1,2.7,2.0,2.0,2.7,2.6,1.6,1.3,0.1,1.0,1.7,2.0,1.1,1.2
8240,37,1.0,0.8,1.4,0.4,0.2,0.2,0.8,0.8,0.5,2.6,2.4,2.9,0.5,2.0
8241,39,1.7,1.4,0.4,2.9,0.3,1.6,0.2,0.0,2.5,1.2,2.3,0.3,1.1,2.0
8242,41,1.2,1.6,2.6,0.3,1.7,1.3,2.1,1.0,0.3,0.8,2.5,1.0,0.2,1.9
8243,40,0.9,1.2,1.4,1.9,1.1,1.7,2.4,2.8,2.2,2.7,2.0,2.8,0.6,1.4
8244,42,3.0,2.9,1.3,2.0,1.9,1.1,0.9,2.3,1.0,1.7,2.3,0.9,2.3,0.8
8245,43,0.7,1.1,1.9,0.5,2.4,1.2,2.5,3.0,0.7,1.5,1.8,0.6,2.5,2.2
8246,45,0.1,0.5,2.3,2.9,0.1,2.2,1.0,1.2,0.2,0.4,0.2,0.6,1.2,2.8
